"name","chrom","strand","txStart","txEnd","cdsStart","cdsEnd","exonCount","exonStarts","exonEnds","alias","tss","pas"
"YPR008W","chrXVI","+",573017,575102,573017,575102,1,"573017,","575102,","HAA1",573017,575213
"YPR012W","chrXVI","+",584308,584563,584308,584563,1,"584308,","584563,","YPR012W",584308,584563
"YPR016W-A","chrXVI","+",593095,593356,593095,593356,1,"593095,","593356,","YPR016W-A",593095,593356
"YPR026W","chrXVI","+",615378,619014,615378,619014,1,"615378,","619014,","ATH1",615378,619114
"YPR030W","chrXVI","+",627879,631245,627879,631245,1,"627879,","631245,","CSR2",627879,631343
"YPR038W","chrXVI","+",646835,647195,646835,647195,1,"646835,","647195,","IRC16",646835,647195
"YPR039W","chrXVI","+",647011,647347,647011,647347,1,"647011,","647347,","YPR039W",647011,647347
"YPR064W","chrXVI","+",678950,679370,678950,679370,1,"678950,","679370,","YPR064W",678950,679370
"YPR074W-A","chrXVI","+",695017,695188,695017,695188,1,"695017,","695188,","YPR074W-A",695017,695188
"YPR076W","chrXVI","+",696475,696850,696475,696850,1,"696475,","696850,","YPR076W",696475,696850
"YPR087W","chrXVI","+",711353,711674,711353,711674,1,"711353,","711674,","VPS69",711353,711674
"YPR092W","chrXVI","+",718378,718684,718378,718684,1,"718378,","718684,","YPR092W",718378,718684
"YPR121W","chrXVI","+",778582,780301,778582,780301,1,"778582,","780301,","THI22",778582,780381
"YPR150W","chrXVI","+",830998,831520,830998,831520,1,"830998,","831520,","YPR150W",830998,831520
"YPR158W-A","chrXVI","+",844708,846031,844708,846031,1,"844708,","846031,","YPR158W-A",844708,846031
"YPR158W-B","chrXVI","+",844708,849980,844708,849980,2,"844708,846014,","846013,849980,","YPR158W-B",844708,849980
"YPR160W","chrXVI","+",861305,864014,861305,864014,1,"861305,","864014,","GPH1",861305,864014
"YPR160W-A","chrXVI","+",861933,862014,861933,862014,1,"861933,","862014,","YPR160W-A",861933,862014
"YPR169W-A","chrXVI","+",883238,883457,883238,883457,1,"883238,","883457,","YPR169W-A",883238,883457
"YPR170W-A","chrXVI","+",883377,883563,883377,883563,1,"883377,","883563,","YPR170W-A",883377,883563
"YPR171W","chrXVI","+",883827,885558,883827,885558,1,"883827,","885558,","BSP1",883827,885672
"YPR192W","chrXVI","+",921859,922777,921859,922777,1,"921859,","922777,","AQY1",921859,922910
"YPR203W","chrXVI","+",943879,944188,943879,944188,1,"943879,","944188,","YPR203W",943879,944188
"YPR204W","chrXVI","+",944602,947701,944602,947701,1,"944602,","947701,","YPR204W",944602,947718
"YAL015C","chrI","-",126902,128102,126902,128102,1,"126902,","128102,","NTG1",128102,126896
"YAL016C-A","chrI","-",124754,125069,124754,125069,1,"124754,","125069,","YAL016C-A",125069,124754
"YAL016C-B","chrI","-",124306,124492,124306,124492,1,"124306,","124492,","YAL016C-B",124492,124306
"YAL018C","chrI","-",118563,119541,118563,119541,1,"118563,","119541,","YAL018C",119541,118563
"YAL026C-A","chrI","-",95385,95823,95385,95823,1,"95385,","95823,","YAL026C-A",95823,95385
"YAL034C","chrI","-",80709,81951,80709,81951,1,"80709,","81951,","FUN19",81951,80563
"YAL034C-B","chrI","-",79488,79842,79488,79842,1,"79488,","79842,","YAL034C-B",79842,79488
"YAL037C-A","chrI","-",73425,73518,73425,73518,1,"73425,","73518,","YAL037C-A",73518,73425
"YAL037C-B","chrI","-",72325,73300,72325,73300,1,"72325,","73300,","YAL037C-B",73300,72325
"YAL042C-A","chrI","-",61230,61608,61230,61608,1,"61230,","61608,","YAL042C-A",61608,61230
"YAL045C","chrI","-",57487,57796,57487,57796,1,"57487,","57796,","YAL045C",57796,57487
"YAL047C","chrI","-",54988,56857,54988,56857,1,"54988,","56857,","SPC72",56857,54937
"YAL054C","chrI","-",42880,45022,42880,45022,1,"42880,","45022,","ACS1",45022,42718
"YAL056C-A","chrI","-",38695,39046,38695,39046,1,"38695,","39046,","YAL056C-A",39046,38695
"YAL059C-A","chrI","-",36495,36918,36495,36918,1,"36495,","36918,","YAL059C-A",36918,36495
"YAL063C-A","chrI","-",22394,22685,22394,22685,1,"22394,","22685,","YAL063C-A",22685,22197
"YAL064C-A","chrI","-",13362,13743,13362,13743,1,"13362,","13743,","YAL064C-A",13743,13362
"YAL065C","chrI","-",11564,11951,11564,11951,1,"11564,","11951,","YAL065C",11951,11564
"YAL068C","chrI","-",1806,2169,1806,2169,1,"1806,","2169,","PAU8",2169,1665
"YAR009C","chrI","-",160596,164187,160596,164187,1,"160596,","164187,","YAR009C",164187,160596
"YAR010C","chrI","-",164543,165866,164543,165866,1,"164543,","165866,","YAR010C",165866,164543
"YAR019C","chrI","-",172210,175135,172210,175135,1,"172210,","175135,","CDC15",175135,172119
"YAR020C","chrI","-",176855,177023,176855,177023,1,"176855,","177023,","PAU7",177023,176480
"YAR023C","chrI","-",179280,179820,179280,179820,1,"179280,","179820,","YAR023C",179820,179043
"YAR030C","chrI","-",186511,186853,186511,186853,1,"186511,","186853,","YAR030C",186853,186511
"YAR035C-A","chrI","-",192336,192417,192336,192417,1,"192336,","192417,","YAR035C-A",192417,192336
"YAR047C","chrI","-",201466,201787,201466,201787,1,"201466,","201787,","YAR047C",201787,201466
"YAR060C","chrI","-",217156,217492,217156,217492,1,"217156,","217492,","YAR060C",217492,217156
"YAR069C","chrI","-",224010,224304,224010,224304,1,"224010,","224304,","YAR069C",224304,224010
"YAR070C","chrI","-",224562,224862,224562,224862,1,"224562,","224862,","YAR070C",224862,224562
"YBL007C","chrII","-",212631,216366,212631,216366,1,"212631,","216366,","SLA1",216366,212548
"YBL012C","chrII","-",203405,203807,203405,203807,1,"203405,","203807,","YBL012C",203807,203405
"YBL039C-A","chrII","-",144947,145031,144947,145031,1,"144947,","145031,","YBL039C-A",145031,144947
"YBL070C","chrII","-",90604,90925,90604,90925,1,"90604,","90925,","YBL070C",90925,90604
"YBL071C","chrII","-",90222,90531,90222,90531,1,"90222,","90531,","YBL071C",90531,90222
"YBL071C-B","chrII","-",89457,89556,89457,89556,1,"89457,","89556,","YBL071C-B",89556,89446
"YBL075C","chrII","-",84498,86448,84498,86448,1,"84498,","86448,","SSA3",86448,84418
"YBL083C","chrII","-",69712,70138,69712,70138,1,"69712,","70138,","YBL083C",70138,69712
"YBL094C","chrII","-",43764,44097,43764,44097,1,"43764,","44097,","YBL094C",44097,43764
"YBL096C","chrII","-",43173,43482,43173,43482,1,"43173,","43482,","YBL096C",43482,43173
"YBL100C","chrII","-",36988,37303,36988,37303,1,"36988,","37303,","YBL100C",37303,36988
"YBL108C-A","chrII","-",7604,7733,7604,7733,1,"7604,","7733,","PAU9",7733,7527
"YBL111C","chrII","-",2906,5009,2906,5009,2,"2906,4215,","4116,5009,","YBL111C",5009,2906
"YBL112C","chrII","-",2581,2899,2581,2899,1,"2581,","2899,","YBL112C",2899,2581
"YBL113C","chrII","-",279,2658,279,2658,1,"279,","2658,","YBL113C",2658,279
"YBR012C","chrII","-",259146,259566,259146,259566,1,"259146,","259566,","YBR012C",259566,259146
"YBR015C","chrII","-",267709,269503,267709,269503,1,"267709,","269503,","MNN2",269503,267571
"YBR018C","chrII","-",274426,275527,274426,275527,1,"274426,","275527,","GAL7",275527,274283
"YBR019C","chrII","-",276252,278352,276252,278352,1,"276252,","278352,","GAL10",278352,276151
"YBR027C","chrII","-",294023,294356,294023,294356,1,"294023,","294356,","YBR027C",294356,294023
"YBR045C","chrII","-",328172,330092,328172,330092,1,"328172,","330092,","GIP1",330092,328027
"YBR056C-B","chrII","-",351292,351451,351292,351451,1,"351292,","351451,","YBR056C-B",351451,351292
"YBR063C","chrII","-",366969,368184,366969,368184,1,"366969,","368184,","YBR063C",368184,366867
"YBR072C-A","chrII","-",382859,383021,382859,383021,1,"382859,","383021,","YBR072C-A",383021,382769
"YBR076C-A","chrII","-",391350,391617,391350,391617,1,"391350,","391617,","YBR076C-A",391617,391350
"YBR089C-A","chrII","-",426189,426489,426189,426489,1,"426189,","426489,","NHP6B",426489,426015
"YBR090C","chrII","-",426332,427058,426332,427058,2,"426332,426873,","426516,427058,","YBR090C",427058,426015
"YBR099C","chrII","-",442923,443307,442923,443307,1,"442923,","443307,","YBR099C",443307,442923
"YBR103C-A","chrII","-",449319,449463,449319,449463,1,"449319,","449463,","YBR103C-A",449463,449319
"YBR116C","chrII","-",474198,474726,474198,474726,1,"474198,","474726,","YBR116C",474726,474198
"YBR121C-A","chrII","-",482325,482484,482325,482484,1,"482325,","482484,","YBR121C-A",482484,482325
"YBR131C-A","chrII","-",497649,497739,497649,497739,1,"497649,","497739,","YBR131C-A",497739,497649
"YBR140C","chrII","-",517349,526628,517349,526628,1,"517349,","526628,","IRA1",526628,517239
"YBR144C","chrII","-",533234,533549,533234,533549,1,"533234,","533549,","YBR144C",533549,533234
"YBR169C","chrII","-",573914,575996,573914,575996,1,"573914,","575996,","SSE2",575996,573739
"YBR174C","chrII","-",582337,582652,582337,582652,1,"582337,","582652,","YBR174C",582652,582337
"YBR182C-A","chrII","-",595360,595555,595360,595555,1,"595360,","595555,","YBR182C-A",595555,595360
"YBR196C-A","chrII","-",614023,614173,614023,614173,1,"614023,","614173,","YBR196C-A",614173,613887
"YBR196C-B","chrII","-",614525,614630,614525,614630,1,"614525,","614630,","YBR196C-B",614630,614525
"YBR208C","chrII","-",636702,642210,636702,642210,1,"636702,","642210,","DUR1,2",642210,636572
"YBR219C","chrII","-",662498,663303,662498,663303,2,"662498,663002,","662581,663303,","YBR219C",663303,662498
"YBR226C","chrII","-",673154,673565,673154,673565,1,"673154,","673565,","YBR226C",673565,673154
"YBR232C","chrII","-",683372,683732,683372,683732,1,"683372,","683732,","YBR232C",683732,683372
"YBR240C","chrII","-",700489,701842,700489,701842,1,"700489,","701842,","THI2",701842,700261
"YBR266C","chrII","-",739935,740388,739935,740388,1,"739935,","740388,","SLM6",740388,739935
"YBR277C","chrII","-",760214,760616,760214,760616,1,"760214,","760616,","YBR277C",760616,760214
"YBR292C","chrII","-",784701,785073,784701,785073,1,"784701,","785073,","YBR292C",785073,784701
"YBR298C","chrII","-",802630,804475,802630,804475,1,"802630,","804475,","MAL31",804475,802544
"YBR300C","chrII","-",808599,809097,808599,809097,1,"808599,","809097,","YBR300C",809097,808599
"YCL007C","chrIII","-",106973,107366,106973,107366,1,"106973,","107366,","YCL007C",107366,106973
"YCL022C","chrIII","-",81569,82085,81569,82085,1,"81569,","82085,","YCL022C",82085,81569
"YCL023C","chrIII","-",78948,79296,78948,79296,1,"78948,","79296,","YCL023C",79296,78948
"YCL041C","chrIII","-",50132,50627,50132,50627,1,"50132,","50627,","YCL041C",50627,50132
"YCL058C","chrIII","-",23522,23981,23522,23981,1,"23522,","23981,","FYV5",23981,23522
"YCL068C","chrIII","-",11502,12285,11502,12285,1,"11502,","12285,","YCL068C",12285,11502
"YCL073C","chrIII","-",6478,8326,6478,8326,1,"6478,","8326,","YCL073C",8326,6478
"YCR006C","chrIII","-",122529,123003,122529,123003,1,"122529,","123003,","YCR006C",123003,122529
"YCR007C","chrIII","-",126010,126730,126010,126730,1,"126010,","126730,","YCR007C",126730,125931
"YCR010C","chrIII","-",132272,133124,132272,133124,1,"132272,","133124,","ADY2",133124,132144
"YCR013C","chrIII","-",138401,139049,138401,139049,1,"138401,","139049,","YCR013C",139049,138401
"YCR014C","chrIII","-",139184,140933,139184,140933,1,"139184,","140933,","POL4",140933,139078
"YCR018C-A","chrIII","-",151607,151862,151607,151862,1,"151607,","151862,","YCR018C-A",151862,151607
"YCR020C","chrIII","-",154011,154659,154011,154659,1,"154011,","154659,","PET18",154659,153941
"YCR022C","chrIII","-",157420,157765,157420,157765,1,"157420,","157765,","YCR022C",157765,157420
"YCR024C","chrIII","-",160743,162222,160743,162222,1,"160743,","162222,","SLM5",162222,160623
"YCR024C-B","chrIII","-",162598,162865,162598,162865,1,"162598,","162865,","YCR024C-B",162865,162409
"YCR025C","chrIII","-",163445,163856,163445,163856,1,"163445,","163856,","YCR025C",163856,163445
"YCR038C","chrIII","-",197620,199549,197620,199549,1,"197620,","199549,","BUD5",199549,197521
"YCR045C","chrIII","-",208134,209610,208134,209610,1,"208134,","209610,","RRT12",209610,207846
"YCR049C","chrIII","-",211870,212317,211870,212317,1,"211870,","212317,","YCR049C",212317,211870
"YCR050C","chrIII","-",213463,213772,213463,213772,1,"213463,","213772,","YCR050C",213772,213463
"YCR064C","chrIII","-",228094,228505,228094,228505,1,"228094,","228505,","YCR064C",228505,228094
"YCR081C-A","chrIII","-",258414,258651,258414,258651,1,"258414,","258651,","YCR081C-A",258651,258414
"YCR099C","chrIII","-",300831,301299,300831,301299,1,"300831,","301299,","YCR099C",301299,300566
"YCR100C","chrIII","-",301270,302221,301270,302221,1,"301270,","302221,","YCR100C",302221,301270
"YCR108C","chrIII","-",315996,316188,315996,316188,1,"315996,","316188,","YCR108C",316188,315996
"YDL007C-A","chrIV","-",436566,436824,436566,436824,1,"436566,","436824,","YDL007C-A",436824,436566
"YDL009C","chrIV","-",432924,433248,432924,433248,1,"432924,","433248,","YDL009C",433248,432924
"YDL011C","chrIV","-",432307,432631,432307,432631,1,"432307,","432631,","YDL011C",432631,432307
"YDL016C","chrIV","-",425569,425872,425569,425872,1,"425569,","425872,","YDL016C",425872,425569
"YDL022C-A","chrIV","-",409807,410056,409807,410056,1,"409807,","410056,","YDL022C-A",410056,409807
"YDL023C","chrIV","-",411760,412081,411760,412081,1,"411760,","412081,","YDL023C",412081,411760
"YDL024C","chrIV","-",408450,409857,408450,409857,1,"408450,","409857,","DIA3",409857,408109
"YDL039C","chrIV","-",381984,384081,381984,384081,1,"381984,","384081,","PRM7",384081,381871
"YDL048C","chrIV","-",366738,368211,366738,368211,1,"366738,","368211,","STP4",368211,366660
"YDL050C","chrIV","-",364445,364817,364445,364817,1,"364445,","364817,","YDL050C",364817,364445
"YDL071C","chrIV","-",330665,331040,330665,331040,1,"330665,","331040,","YDL071C",331040,330665
"YDL086C-A","chrIV","-",301654,302089,301654,302089,1,"301654,","302089,","YDL086C-A",302089,301654
"YDL094C","chrIV","-",289571,290081,289571,290081,1,"289571,","290081,","YDL094C",290081,289571
"YDL096C","chrIV","-",286997,287324,286997,287324,1,"286997,","287324,","OPI6",287324,286997
"YDL109C","chrIV","-",265257,267201,265257,267201,1,"265257,","267201,","YDL109C",267201,265257
"YDL119C","chrIV","-",246688,247612,246688,247612,1,"246688,","247612,","YDL119C",247612,246450
"YDL151C","chrIV","-",183317,183899,183317,183899,1,"183317,","183899,","BUD30",183899,183317
"YDL158C","chrIV","-",173865,174174,173865,174174,1,"173865,","174174,","YDL158C",174174,173865
"YDL159C-B","chrIV","-",173055,173232,173055,173232,1,"173055,","173232,","YDL159C-B",173232,173055
"YDL162C","chrIV","-",167358,167715,167358,167715,1,"167358,","167715,","YDL162C",167715,167358
"YDL169C","chrIV","-",158063,158735,158063,158735,1,"158063,","158735,","UGX2",158735,158063
"YDL172C","chrIV","-",148606,149086,148606,149086,1,"148606,","149086,","YDL172C",149086,148606
"YDL185C-A","chrIV","-",126607,126835,126607,126835,1,"126607,","126835,","YDL185C-A",126835,126607
"YDL187C","chrIV","-",125508,125838,125508,125838,1,"125508,","125838,","YDL187C",125838,125508
"YDL199C","chrIV","-",101289,103353,101289,103353,1,"101289,","103353,","YDL199C",103353,101169
"YDL214C","chrIV","-",74445,76545,74445,76545,1,"74445,","76545,","PRR2",76545,74314
"YDL222C","chrIV","-",60871,61801,60871,61801,1,"60871,","61801,","FMP45",61801,60540
"YDL223C","chrIV","-",57264,60405,57264,60405,1,"57264,","60405,","HBT1",60405,57264
"YDL224C","chrIV","-",54396,56346,54396,56346,1,"54396,","56346,","WHI4",56346,54155
"YDL228C","chrIV","-",45276,45918,45276,45918,1,"45276,","45918,","YDL228C",45918,45276
"YDL239C","chrIV","-",26402,28775,26402,28775,1,"26402,","28775,","ADY3",28775,26359
"YDL240C-A","chrIV","-",22470,22608,22470,22608,1,"22470,","22608,","YDL240C-A",22608,22470
"YDL243C","chrIV","-",17576,18566,17576,18566,1,"17576,","18566,","AAD4",18566,17467
"YDL245C","chrIV","-",11656,13360,11656,13360,1,"11656,","13360,","HXT15",13360,11656
"YDL246C","chrIV","-",8682,9756,8682,9756,1,"8682,","9756,","SOR2",9756,8528
"YDR008C","chrIV","-",462251,462602,462251,462602,1,"462251,","462602,","YDR008C",462602,462251
"YDR010C","chrIV","-",465050,465383,465050,465383,1,"465050,","465383,","YDR010C",465383,465050
"YDR015C","chrIV","-",477959,478199,477959,478199,1,"477959,","478199,","YDR015C",478199,477959
"YDR034C-C","chrIV","-",518039,519356,518039,519356,1,"518039,","519356,","YDR034C-C",519356,518039
"YDR034C-D","chrIV","-",514042,519356,514042,519356,2,"514042,518063,","518062,519356,","YDR034C-D",519356,514042
"YDR048C","chrIV","-",553083,553398,553083,553398,1,"553083,","553398,","YDR048C",553398,553083
"YDR070C","chrIV","-",588097,588379,588097,588379,1,"588097,","588379,","FMP16",588379,587945
"YDR095C","chrIV","-",636116,636527,636116,636527,1,"636116,","636527,","YDR095C",636527,636116
"YDR098C-A","chrIV","-",649803,651126,649803,651126,1,"649803,","651126,","YDR098C-A",651126,649803
"YDR098C-B","chrIV","-",645857,651126,645857,651126,2,"645857,649821,","649820,651126,","YDR098C-B",651126,645857
"YDR102C","chrIV","-",657647,657980,657647,657980,1,"657647,","657980,","YDR102C",657980,657647
"YDR114C","chrIV","-",681923,682226,681923,682226,1,"681923,","682226,","YDR114C",682226,681923
"YDR133C","chrIV","-",720961,721297,720961,721297,1,"720961,","721297,","YDR133C",721297,720961
"YDR136C","chrIV","-",727710,728283,727710,728283,1,"727710,","728283,","VPS61",728283,727710
"YDR149C","chrIV","-",755554,756262,755554,756262,1,"755554,","756262,","YDR149C",756262,755554
"YDR154C","chrIV","-",768402,768753,768402,768753,1,"768402,","768753,","YDR154C",768753,768402
"YDR169C-A","chrIV","-",794573,794723,794573,794723,1,"794573,","794723,","YDR169C-A",794723,794573
"YDR183C-A","chrIV","-",830396,830654,830396,830654,1,"830396,","830654,","YDR183C-A",830654,830396
"YDR187C","chrIV","-",836227,836746,836227,836746,1,"836227,","836746,","YDR187C",836746,836227
"YDR209C","chrIV","-",871035,871449,871035,871449,1,"871035,","871449,","YDR209C",871449,871035
"YDR210C-C","chrIV","-",882604,883927,882604,883927,1,"882604,","883927,","YDR210C-C",883927,882604
"YDR210C-D","chrIV","-",878658,883927,878658,883927,2,"878658,882622,","882621,883927,","YDR210C-D",883927,878658
"YDR215C","chrIV","-",894088,894502,894088,894502,1,"894088,","894502,","YDR215C",894502,894088
"YDR220C","chrIV","-",906999,907293,906999,907293,1,"906999,","907293,","YDR220C",907293,906999
"YDR250C","chrIV","-",960085,960361,960085,960361,1,"960085,","960361,","YDR250C",960361,960085
"YDR256C","chrIV","-",968132,969680,968132,969680,1,"968132,","969680,","CTA1",969680,968132
"YDR261C-C","chrIV","-",991026,992349,991026,992349,1,"991026,","992349,","YDR261C-C",992349,991026
"YDR261C-D","chrIV","-",987533,992349,987533,992349,2,"987533,991044,","991043,992349,","YDR261C-D",992349,987533
"YDR263C","chrIV","-",994241,995534,994241,995534,1,"994241,","995534,","DIN7",995534,994093
"YDR269C","chrIV","-",1005664,1005988,1005664,1005988,1,"1005664,","1005988,","YDR269C",1005988,1005664
"YDR271C","chrIV","-",1008394,1008766,1008394,1008766,1,"1008394,","1008766,","YDR271C",1008766,1008394
"YDR274C","chrIV","-",1011588,1011960,1011588,1011960,1,"1011588,","1011960,","YDR274C",1011960,1011588
"YDR277C","chrIV","-",1014400,1015702,1014400,1015702,1,"1014400,","1015702,","MTH1",1015702,1014210
"YDR278C","chrIV","-",1017000,1017318,1017000,1017318,1,"1017000,","1017318,","YDR278C",1017318,1017000
"YDR343C","chrIV","-",1159607,1161320,1159607,1161320,1,"1159607,","1161320,","HXT6",1161320,1159464
"YDR344C","chrIV","-",1162005,1162449,1162005,1162449,1,"1162005,","1162449,","YDR344C",1162449,1162005
"YDR354C-A","chrIV","-",1185138,1185282,1185138,1185282,1,"1185138,","1185282,","YDR354C-A",1185282,1185138
"YDR355C","chrIV","-",1186066,1186369,1186066,1186369,1,"1186066,","1186369,","YDR355C",1186369,1186066
"YDR371C-A","chrIV","-",1219508,1219613,1219508,1219613,1,"1219508,","1219613,","YDR371C-A",1219613,1219508
"YDR374C","chrIV","-",1223473,1224394,1223473,1224394,1,"1223473,","1224394,","YDR374C",1224394,1223368
"YDR402C","chrIV","-",1272233,1273703,1272233,1273703,1,"1272233,","1273703,","DIT2",1273703,1272191
"YDR413C","chrIV","-",1294835,1295411,1294835,1295411,1,"1294835,","1295411,","YDR413C",1295411,1294835
"YDR417C","chrIV","-",1301554,1301926,1301554,1301926,1,"1301554,","1301926,","YDR417C",1301926,1301554
"YDR426C","chrIV","-",1321628,1322006,1321628,1322006,1,"1321628,","1322006,","YDR426C",1322006,1321628
"YDR445C","chrIV","-",1352181,1352589,1352181,1352589,1,"1352181,","1352589,","YDR445C",1352589,1352181
"YDR455C","chrIV","-",1367372,1367681,1367372,1367681,1,"1367372,","1367681,","YDR455C",1367681,1367372
"YDR464C-A","chrIV","-",1392491,1392680,1392491,1392680,1,"1392491,","1392680,","YDR464C-A",1392680,1392491
"YDR467C","chrIV","-",1397582,1397909,1397582,1397909,1,"1397582,","1397909,","YDR467C",1397909,1397582
"YDR475C","chrIV","-",1407463,1410094,1407463,1410094,1,"1407463,","1410094,","JIP4",1410094,1407402
"YDR491C","chrIV","-",1434499,1434991,1434499,1434991,1,"1434499,","1434991,","YDR491C",1434991,1434499
"YDR504C","chrIV","-",1456310,1456694,1456310,1456694,1,"1456310,","1456694,","SPG3",1456694,1456076
"YDR510C-A","chrIV","-",1469694,1469811,1469694,1469811,1,"1469694,","1469811,","YDR510C-A",1469811,1469694
"YDR516C","chrIV","-",1474973,1476476,1474973,1476476,1,"1474973,","1476476,","EMI2",1476476,1474856
"YDR522C","chrIV","-",1483794,1485303,1483794,1485303,1,"1483794,","1485303,","SPS2",1485303,1483794
"YDR523C","chrIV","-",1485565,1487038,1485565,1487038,1,"1485565,","1487038,","SPS1",1487038,1485565
"YDR524C-A","chrIV","-",1489870,1489990,1489870,1489990,1,"1489870,","1489990,","YDR524C-A",1489990,1489870
"YDR526C","chrIV","-",1491074,1491545,1491074,1491545,1,"1491074,","1491545,","YDR526C",1491545,1491074
"YDR535C","chrIV","-",1506605,1507362,1506605,1507362,2,"1506605,1507314,","1507058,1507362,","YDR535C",1507362,1506605
"YDR537C","chrIV","-",1510855,1511461,1510855,1511461,1,"1510855,","1511461,","YDR537C",1511461,1510855
"YDR543C","chrIV","-",1524633,1524933,1524633,1524933,1,"1524633,","1524933,","YDR543C",1524933,1524633
"YDR544C","chrIV","-",1525094,1525523,1525094,1525523,1,"1525094,","1525523,","YDR544C",1525523,1525094
"YDR545C-A","chrIV","-",1530862,1531342,1530862,1531342,1,"1530862,","1531342,","YDR545C-A",1531342,1530862
"YEL008C-A","chrV","-",140725,140818,140725,140818,1,"140725,","140818,","YEL008C-A",140818,140725
"YEL009C-A","chrV","-",136370,136778,136370,136778,1,"136370,","136778,","YEL009C-A",136778,136370
"YEL014C","chrV","-",128302,128608,128302,128608,1,"128302,","128608,","YEL014C",128608,128302
"YEL018C-A","chrV","-",121454,121988,121454,121988,1,"121454,","121988,","YEL018C-A",121988,121454
"YEL020C","chrV","-",118616,120299,118616,120299,1,"118616,","120299,","YEL020C",120299,118509
"YEL020C-B","chrV","-",117182,117380,117182,117380,1,"117182,","117380,","YEL020C-B",117380,117182
"YEL030C-A","chrV","-",94582,94897,94582,94897,1,"94582,","94897,","YEL030C-A",94897,94582
"YEL032C-A","chrV","-",87039,87201,87039,87201,1,"87039,","87201,","YEL032C-A",87201,87039
"YEL034C-A","chrV","-",85612,86215,85612,86215,1,"85612,","86215,","YEL034C-A",86215,85612
"YEL035C","chrV","-",85044,85545,85044,85545,1,"85044,","85545,","UTR5",85545,85044
"YEL045C","chrV","-",68839,69265,68839,69265,1,"68839,","69265,","YEL045C",69265,68839
"YEL068C","chrV","-",25645,25978,25645,25978,1,"25645,","25978,","YEL068C",25978,25645
"YEL069C","chrV","-",21536,23231,21536,23231,1,"21536,","23231,","HXT13",23231,21536
"YEL073C","chrV","-",7229,7553,7229,7553,1,"7229,","7553,","YEL073C",7553,7229
"YEL075C","chrV","-",5344,5713,5344,5713,1,"5344,","5713,","YEL075C",5713,5344
"YEL076C","chrV","-",4463,5114,4463,5114,1,"4463,","5114,","YEL076C",5114,4463
"YEL076C-A","chrV","-",4184,5114,4184,5114,2,"4184,4601,","4322,5114,","YEL076C-A",5114,4184
"YEL077C","chrV","-",263,4097,263,4097,1,"263,","4097,","YEL077C",4097,263
"YER006C-A","chrV","-",164343,164661,164343,164661,1,"164343,","164661,","YER006C-A",164661,164343
"YER014C-A","chrV","-",183730,184700,183730,184700,2,"183730,184677,","184169,184700,","BUD25",184700,183730
"YER023C-A","chrV","-",201521,201734,201521,201734,1,"201521,","201734,","YER023C-A",201734,201521
"YER033C","chrV","-",218056,221287,218056,221287,1,"218056,","221287,","ZRG8",221287,218056
"YER054C","chrV","-",262051,263698,262051,263698,1,"262051,","263698,","GIP2",263698,261872
"YER066C-A","chrV","-",291702,292203,291702,292203,1,"291702,","292203,","YER066C-A",292203,291702
"YER067C-A","chrV","-",292239,292563,292239,292563,1,"292239,","292563,","YER067C-A",292563,292239
"YER068C-A","chrV","-",295300,295732,295300,295732,1,"295300,","295732,","YER068C-A",295732,295300
"YER079C-A","chrV","-",319901,320240,319901,320240,1,"319901,","320240,","YER079C-A",320240,319901
"YER085C","chrV","-",327618,328140,327618,328140,1,"327618,","328140,","YER085C",328140,327483
"YER087C-A","chrV","-",331816,332368,331816,332368,1,"331816,","332368,","YER087C-A",332368,331816
"YER088C-A","chrV","-",335695,336019,335695,336019,1,"335695,","336019,","YER088C-A",336019,335695
"YER090C-A","chrV","-",338321,338411,338321,338411,1,"338321,","338411,","YER090C-A",338411,338321
"YER091C-A","chrV","-",342389,342611,342389,342611,1,"342389,","342611,","YER091C-A",342611,342389
"YER119C-A","chrV","-",400866,401238,400866,401238,1,"400866,","401238,","YER119C-A",401238,400866
"YER135C","chrV","-",437951,438344,437951,438344,1,"437951,","438344,","YER135C",438344,437951
"YER137C-A","chrV","-",447701,449024,447701,449024,1,"447701,","449024,","YER137C-A",449024,447701
"YER138C","chrV","-",443755,449024,443755,449024,2,"443755,447722,","447721,449024,","YER138C",449024,443755
"YER145C-A","chrV","-",462385,462823,462385,462823,1,"462385,","462823,","YER145C-A",462823,462385
"YER147C-A","chrV","-",465202,465613,465202,465613,1,"465202,","465613,","YER147C-A",465613,465202
"YER159C-A","chrV","-",496801,498124,496801,498124,1,"496801,","498124,","YER159C-A",498124,496801
"YER160C","chrV","-",492855,498124,492855,498124,2,"492855,496822,","496821,498124,","YER160C",498124,492855
"YER165C-A","chrV","-",512626,512983,512626,512983,1,"512626,","512983,","YER165C-A",512983,512626
"YER172C-A","chrV","-",536274,536655,536274,536655,1,"536274,","536655,","YER172C-A",536655,536274
"YER180C","chrV","-",549723,550527,549723,550527,1,"549723,","550527,","ISC10",550527,549663
"YER181C","chrV","-",551472,551796,551472,551796,1,"551472,","551796,","YER181C",551796,551472
"YER190C-A","chrV","-",574803,575379,574803,575379,1,"574803,","575379,","YER190C-A",575379,574803
"YER190C-B","chrV","-",575679,576162,575679,576162,1,"575679,","576162,","YER190C-B",576162,575679
"YFL015C","chrVI","-",106468,106963,106468,106963,1,"106468,","106963,","YFL015C",106963,106468
"YFL019C","chrVI","-",100251,100605,100251,100605,1,"100251,","100605,","YFL019C",100605,100251
